id,title,description,status,priority,type,assignee,labels,estimate_minutes,parent_id,acceptance,design,notes,project,created_at,updated_at,error_log
chum-19a44d,"Config-driven provider dispatch — eliminate hardcoded CLI harnesses","## Problem

Provider/tier selection is config-driven in chum.toml (codex-first tiers with gemini fallback), but actual CLI invocation for shark workflows is hardcoded in agent_cli.go. Command templates are chosen by normalized agent name (codex, gemini, deepseek, claude) rather than using per-provider config.

Codex variants (codex-low/medium/high/extrahigh) are exposed in config but collapse to the same `codex exec ...` harness unless the model differs. The per-variant dispatch.cli args are not driving shark execution today. Model switches due to rate limits have been done ad-hoc, not via config.

## Current Execution Path

1. Provider selection comes from [tiers] + [providers], then CHUM builds escalation tiers with cli + model from provider config (workflow_dispatcher.go)
2. Each attempt sets req.Agent and req.Model from that tier (workflow.go)
3. CLI command templates are hardcoded:
   - codex: `codex exec --full-auto --json -m <model>`
   - gemini: `gemini -p """" --yolo -o json --model <model>`
   - deepseek: `deepseek --json --model <model>`
   - default: `claude --print --output-format json --dangerously-skip-permissions`
4. Review routing is cross-model from types.go: codex→gemini, gemini→codex, default codex
5. Backend routing in config is headless_cli for all tiers, but the main Temporal activity loop calls runAgent/runReviewAgent directly (not the generic backend abstraction)

## Required Changes

Each provider needs its own on/off switch and its own CLI config and model selection, driven entirely from config:

1. **Real harness control from config** — codex-low/medium/high/extrahigh, claude, gemini become truly distinct runtime paths (args/env/model)
2. **CLI command templates from [providers.*] config** — not hardcoded switch statements in agent_cli.go
3. **Per-provider enable/disable** — independent on/off switches rather than commenting out config blocks
4. **Deterministic fallback rules** — prevent accidental provider drift or surprise defaults
5. **Runtime budget gates** — hard per-provider caps and kill switches (not just config fields that are ignored)
6. **Startup preflight** — fail fast on missing CLI/auth/path before CHUM burns cycles on doomed dispatches
7. **Per-harness metrics/logs** — show which CLI/model failed, retried, escalated, and costed what",open,1,epic,"","[""architecture"",""dispatch"",""provider-routing""]",240,"","- Each provider in [providers.*] has an independent enabled flag that is respected at runtime
- CLI command construction reads args/env/model from provider config, not hardcoded templates
- codex-low vs codex-high produce measurably different runtime behavior (different args/timeouts)
- Provider switching (enable/disable, reorder tiers) works via config edit + restart only — no code changes
- Startup preflight validates CLI availability and auth for all enabled providers
- Per-provider token tracking and budget enforcement in the dispatcher
- Fallback chains are deterministic and logged
- No regression in existing shark execution or review routing","### Phase 1: Provider Registry
Add a ProviderRegistry that loads from [providers.*] config and validates CLI/auth at startup. Each provider entry becomes a first-class runtime object with: cli_template, args, env, model, enabled, budget_cap, timeout.

### Phase 2: CLI Template Engine
Replace the hardcoded switch in agent_cli.go with a template-based command builder that reads from the registry. Support variable substitution for {model}, {prompt_file}, {workdir}.

### Phase 3: Runtime Controls
Per-provider enable/disable, per-provider token caps, startup preflight checks, and per-harness observability metrics.

### Phase 4: Migration
Gradual rollout — keep old hardcoded paths as fallback during transition, validate parity, then remove.","",chum,"2026-02-24 22:17:47.673460633 +0000 UTC","2026-02-24 22:17:47.673460633 +0000 UTC",""
chum-dad3fd,"Per-organism dispatch pipeline with stigmergic artifact handoff","Refactor scheduler into organism-specific dispatch lanes: turtle-dispatcher ingests new/context-poor tasks for investigation/planning; crab-dispatcher consumes turtle-done artifacts for decomposition/sizing/dependency shaping; shark-dispatcher consumes ready morsels for execution. No direct handoff state machine required; artifacts in DAG/stores are the communication substrate.",cancelled,4,epic,"","[""backlog"",""someday-maybe"",""dispatcher"",""organisms"",""stigmergy""]",360,"","1) Separate candidate selectors per organism with explicit eligibility rules. 2) New lifecycle labels/stages: intake -> turtle_done -> crab_done -> ready_for_shark. 3) Invariant checks prevent blocked tasks from entering ready_for_shark. 4) Dispatcher metrics by organism lane: candidate_count, dispatch_count, no_candidate_cycles, failure_rate. 5) Backward-compatible migration path from current single dispatcher.","Stigmergic pipeline: organisms publish durable artifacts (plans, decomp outputs, acceptance updates), and downstream lanes read those artifacts to decide eligibility. Avoid synchronous chain coupling.","Filed from human-turtle planning session; motivated by crab inactivity and dispatcher scan failures.",chum,"2026-02-24 22:44:33.780988289 +0000 UTC","2026-02-25 23:04:39",""
chum-01f700,"Lean Minimal Mode fallback after planning failures","Add a Lean Minimal Mode so planning/decomposition never blocks dispatch. After 2 planning failures on the same task, auto-generate a parser-safe minimal template with exactly 3 deliverables (primary, validation, handoff), enforce a task sizing envelope (<=30m expected, <=3 files, single subsystem), and dispatch unblocked work.",closed,4,feature,"","[""backlog"",""someday-maybe"",""dispatcher"",""planning""]",180,"","1) Config flags: enable_consensus, enable_decomp, max_plan_retries, enable_minimal_fallback. 2) Fallback triggers after 2 planner failures for same task. 3) Generated plan includes '- [ ]' deliverables and passes parser. 4) Runtime scope-breach emits morsel and auto-splits. 5) Metrics exposed: parse_success_rate, child_start_rate, ready_but_blocked_rate, scope_breach_rate.","Execution-first profile with hard parser-safe schema and right-sizing gate. Planning is advisory; dispatch fails open to minimal mode for low-risk tasks.","[remora] After chum-2c3d56 completed: Recent Temporal tests + agent_cli behavior now guarantee infrastructure-dead failures are classified in outcomes, short-circuit retries, and preserve circuit-breaker state; in chum-01f700, reuse this outcome signal when counting per-task planner failures for max_plan_retries and define whether infrastructure_dead should count toward the 2-failure Lean Minimal trigger.",chum,"2026-02-24 22:44:45.75809313 +0000 UTC","2026-02-26 04:25:54.636399706 +0000 UTC",""
chum-b11a3a,"Unify turtle_chat.go CLI harness with temporal agent_cli.go","matrix/turtle_chat.go:170 has its own runAgentCLI() with hardcoded switch statements for agent CLI commands. This is a copy of the logic in temporal/agent_cli.go — the two will drift as we make agent_cli config-driven. When the turtle system is reworked, this should be unified or at minimum made config-aware.",open,2,task,"","[""tech-debt"",""turtle"",""dispatch""]",0,"","","","[remora] After chum-2c3d56 completed: chum-2c3d56 added/validated new agent_cli semantics in internal/temporal (infrastructure-dead failover skip retries, preserve circuit-breaker state, record infrastructure_dead outcomes); matrix/turtle_chat.go runAgentCLI() remains a separate hardcoded switch and is likely missing future parity, so this unification item is now more urgent to prevent behavior mismatches.",chum,"2026-02-24 22:50:17.546083328 +0000 UTC","2026-02-26 02:54:15.581507792 +0000 UTC",""
chum-960898,"Fix internal/temporal test suite panic: missing workflow registration in tests","Running `go test ./...` fails in `internal/temporal` due panic: `unable to find workflow type: AutonomousPlanningCeremonyWorkflow`. Test environments register only a subset of workflows, then child workflow execution path hits missing type and panics.",cancelled,2,bugfix,"","[""tests"",""temporal"",""dod""]",90,"","1) `go test ./internal/temporal/...` passes locally and in CI. 2) Tests that execute child workflows register all referenced workflow types (or use mocks that do not panic). 3) No panic from missing workflow type in Temporal test suite.","Audit temporal tests for workflow registration parity with production worker registration. Add helper to register complete workflow set in tests or explicitly stub child workflow invocations.","Observed during CHUM workflow trace after ready-gate enforcement patch.",chum,"2026-02-24 23:18:42.738436451 +0000 UTC","2026-02-25 23:04:39",""
chum-07478d,"Species Catalog v0: candidate workflows to crystallize into proteins","Create a first-pass CHUM species catalog focused on repeatable, high-frequency work patterns that can be crystallized into deterministic proteins/scripts. Candidate species/workflows: go-bugfix, go-test-fix, go-lint-fix, temporal-workflow-patch, dispatcher-routing-fix, task-grooming-slice, provider-config-update, docs-runbook-update, security-remediation, release-hygiene.",cancelled,3,feature,"","[""species"",""genetics"",""crystallization"",""backlog""]",60,"","1) Publish species list with naming convention, trigger heuristics, and expected inputs/outputs for each species. 2) For each species, define crystallization signal thresholds (success streak, confidence, guardrails). 3) Map each species to one initial protein scaffold and safe rollback path. 4) File follow-up morsels for top 3 highest-value species.","Leverage existing species classifier as baseline. Add explicit species taxonomy and protein candidacy matrix keyed by frequency, success rate, and blast radius. Keep v0 lightweight and operator-readable.","",chum,"2026-02-24 23:25:09.154166721 +0000 UTC","2026-02-25 23:04:39",""
chum-3c30cf,"Codify overnight dispatcher/planning learnings into durable lessons","Capture last-night failure patterns and convert them into durable CHUM artifacts: (1) crab parse-plan requires at least one scope deliverable item; (2) turtle convergence failed because external binary claude was missing in PATH; (3) ready queue can contain stale items whose dependencies are no longer unblocked. Produce structured lessons plus follow-on guardrails.",cancelled,3,task,"","[""learning"",""dispatcher"",""planning"",""observability""]",45,"","1) Add at least 3 lessons tagged with categories antipattern/rule in lessons store (or equivalent CHUM ingestion path). 2) Each lesson links to a concrete failure signature and mitigation. 3) File or attach at least one guardrail task per systemic issue. 4) Include evidence query commands in task notes for future operators.","Implement as ops workflow: query health events plus workflow traces plus task dependency invariants; synthesize lessons; feed into learner-compatible artifact and/or direct store path. Treat this as reliability knowledge seeding, not one-off debugging.","",chum,"2026-02-24 23:25:19.236630753 +0000 UTC","2026-02-25 23:04:39",""
chum-581a96,"Paleontologist: reconcile stale ready tasks against dependency DAG","Add a periodic reconciler (and startup pass) that demotes tasks from status=ready back to open when any dependency is unresolved. This closes the stale-ready loophole where a task can remain ready after dependency state changes.",cancelled,2,bug,"","[""paleontologist"",""dispatcher"",""dag"",""reliability""]",75,"","1) Reconciler runs at least once per tick before candidate scan. 2) Any ready task with unresolved deps is demoted with a reason note/event. 3) Metrics include count of demoted stale-ready tasks. 4) Regression tests cover dependency changes after ready transition.","Use existing dependency query logic from ready-transition enforcement as shared predicate. Apply in scheduler/dispatcher pre-scan path and on startup inventory sweep. Emit health event type ready_reconciled for observability.","",chum,"2026-02-24 23:30:38.542651275 +0000 UTC","2026-02-25 23:04:39",""
chum-996e92,"Paleontologist: emit workflow fitness metrics for learner and paleontologist","Expose first-class metrics and health events for ContinuousLearnerWorkflow and PaleontologistWorkflow runs (started/succeeded/failed, duration, items produced). Current metrics surface dispatches but not these adaptation loops.",cancelled,2,feature,"","[""paleontologist"",""learner"",""metrics"",""observability""]",60,"","1) Prometheus metrics include learner and paleontologist run counters by outcome. 2) Duration metrics available per workflow type. 3) Health events emitted on workflow failure with concise diagnosis. 4) Runbook/docs updated with query examples.","Instrument workflow entry/exit points and activity outcomes; persist summarized run result via store methods and expose via /metrics. Avoid high-cardinality labels.","",chum,"2026-02-24 23:30:38.787426336 +0000 UTC","2026-02-25 23:04:39",""
chum-716a8a,"Learner pilot species: temporal-test-fix protein scaffold","Define species taxonomy and initial deterministic scaffold for temporal test-suite repair tasks (missing workflow registration, harness mismatches, deterministic replay failures).",cancelled,3,task,"","[""learner"",""species"",""protein"",""temporal"",""tests""]",60,chum-07478d,"1) Species trigger heuristics documented. 2) One reusable protein scaffold script/prompt produced in shadow mode. 3) Safety guardrails defined (no auto-promote on flaky tests). 4) Backtest against at least 3 historical failures.","Seed from recent issue chum-960898 and related temporal test incidents; use shadow scoring before active promotion.","",chum,"2026-02-24 23:30:39.146933463 +0000 UTC","2026-02-25 23:04:39",""
chum-4f50c0,"Learner pilot species: dispatch-preflight-fix protein scaffold","Crystallize the repeated dispatch infrastructure failure mode (missing binaries, PATH/env drift, gateway connectivity) into a deterministic preflight species scaffold.",cancelled,3,task,"","[""learner"",""species"",""protein"",""dispatch"",""preflight""]",60,chum-07478d,"1) Species trigger heuristics documented for infra-dead failures. 2) Deterministic preflight scaffold defined with hard fail-fast checks. 3) Antibody signatures listed for common failure strings. 4) Links to existing related morsels (e.g. preflight validation/escalated env failures).","Use exit-code 127, missing binary, gateway unavailable and malformed CLI invocation traces as classifier seeds; scaffold outputs actionable remediation before shark dispatch.","",chum,"2026-02-24 23:30:39.444584371 +0000 UTC","2026-02-25 23:04:39",""
